id,COVIDCONTROL_01_RAW,COVIDCONTROL_02_RAW,COVIDCONTROL_03_RAW,COVIDCONTROL_04_RAW,COVIDCONTROL_05_RAW,COVIDCONTROL_06_RAW,COVIDCONTROL_07_RAW,COVIDCONTROL_08_RAW,COVIDCONTROL_09_RAW,COVIDCONTROL_10_RAW,COVIDCONTROL_11_RAW,COVIDCONTROL_12_RAW,COVIDCONTROL_13_RAW,COVIDCONTROL_01_DIR,COVIDCONTROL_02_DIR,COVIDCONTROL_03_DIR,COVIDCONTROL_04_DIR,COVIDCONTROL_05_DIR,COVIDCONTROL_06_DIR,COVIDCONTROL_07_DIR,COVIDCONTROL_08_DIR,COVIDCONTROL_09_DIR,COVIDCONTROL_10_DIR,COVIDCONTROL_11_DIR,COVIDCONTROL_12_DIR,COVIDCONTROL_13_DIR,COVIDCONTROL_RAW_NA,COVIDCONTROL_DIR_NA
1hlrbn3y6q,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi ciudad,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,4,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,En mi ciudad,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,4,0,0
1kjpr4ot26,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,Dentro de mis conocidos,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,7,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,Dentro de mis conocidos,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,7,0,0
1m9z8gvdsh,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,No lo sé / Prefiero no responder,5,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,No lo sé / Prefiero no responder,5,0,0
1n2lmcj5gy,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,1,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,1,0,0
1oyezntv2a,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,7,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,7,0,0
1qbzp3w53m,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,3,Personas mayores a 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,En mi país,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Peor,No lo sé / Prefiero no responder,3,0,0
1sqqbqv2x2,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,6,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,En mi país,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,6,0,0
1x4vwsfod5,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,Dentro de mis conocidos,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Ni bueno ni malo,Dentro de mis conocidos,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,3,0,0
1x9db0w61z,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,1,Esposo(a)/Pareja,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,1,0,0
1xve144yu5,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,5,0,0
1xwvchz9vj,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,1,Hijo/a(s),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,1,0,0
1ymttk9xtv,Vivo solo(a),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,4,Vivo solo(a),Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,No,Ni bajo ni alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Igual,No lo sé / Prefiero no responder,4,0,0
208042777,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,No,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,Perdí mi trabajo de forma permanente,9,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,No,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Igual,Perdí mi trabajo de forma permanente,9,0,0
20gnbzdlkj,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,4,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,4,0,0
2154snqwnc,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,4,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,4,0,0
21zcr2l3us,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,Dentro de mis amigos cercanos,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,7,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,Dentro de mis amigos cercanos,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,No lo sé / Prefiero no responder,7,0,0
23o56gkxtv,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,7,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bastante bueno,En mi país,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,7,0,0
23w4opw8wn,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,No,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,4,Hijo/a(s),"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Bueno,No,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Igual,Tengo el mismo trabajo,4,0,0
245wqhvg9s,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,2,Esposo(a)/Pareja,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Malo,En mi país,Ni bajo ni alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Peor,Tengo el mismo trabajo,2,0,0
260jvokmkh,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,6,Mascota(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,6,0,0
26cy56uw3d,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,1,Compañero(a) de vivienda menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,En mi país,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Muy bajo riesgo,Igual,Tengo el mismo trabajo,1,0,0
2eto4r98g4,Vivo solo(a),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,Dentro de mi familia,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,10,Vivo solo(a),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Bastante bueno,Dentro de mi familia,Alto riesgo,Muy bajo riesgo,Muy bajo riesgo,Alto riesgo,Bajo riesgo,Muy bajo riesgo,Mejor,Tengo el mismo trabajo,10,0,0
2g9ogyfagr,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,3,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), y también voy a restaurantes, cines, etc",Ni bueno ni malo,En mi país,Bajo riesgo,Bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,3,0,0
2hs4zdhc8p,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,Dentro de mi familia,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,4,Mascota(s),"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Ni bueno ni malo,Dentro de mi familia,Muy bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Igual,Tengo el mismo trabajo,4,0,0
2p60yjvv8j,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Dentro de mi familia,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo de forma permanente,4,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Ni bueno ni malo,Dentro de mi familia,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Peor,Perdí mi trabajo de forma permanente,4,0,0
2pg66yvsel,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,2,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bueno,"En mi trabajo, o en el colegio o jardín infantil donde asisten los niños que viven en mi casa",Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,2,0,0
2q3h5sbkcc,Personas mayores a 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Peor,No lo sé / Prefiero no responder,2,Personas mayores a 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,En mi país,Alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Ni bajo ni alto riesgo,Alto riesgo,Alto riesgo,Peor,No lo sé / Prefiero no responder,2,0,0
2r20dyckko,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,9,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Mejor,Tengo el mismo trabajo,9,0,0
2tl9vpsf1f,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,No,Muy alto riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Alto riesgo,Muy alto riesgo,Igual,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),1,Hermano/a(s)/otro familiar menor de 60 años,"Mi trabajo requiere que me traslade a otros sitios (médicos, delivery, transporte público, etc), mientras otros deben quedarse en casa de forma obligaroria/voluntaria.",Ni bueno ni malo,No,Muy alto riesgo,Muy alto riesgo,Ni bajo ni alto riesgo,Muy alto riesgo,Alto riesgo,Muy alto riesgo,Igual,Perdí mi trabajo temporalmente (congelamiento de contrato o similar),1,0,0
2xkyenrbzh,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,7,Esposo(a)/Pareja,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bastante bueno,En mi país,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Bajo riesgo,Mejor,Tengo el mismo trabajo,7,0,0
2ys72zmj4e,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,7,Esposo(a)/Pareja,Estoy en cuarentena/distanciamiento social obligatorio (decretado por el Gobierno y/o el sistema público de salud),Bastante bueno,En mi país,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Alto riesgo,Igual,Tengo el mismo trabajo,7,0,0
2yz2onhcze,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,4,Hermano/a(s)/otro familiar menor de 60 años,"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bueno,Dentro de mi familia,Bajo riesgo,Muy bajo riesgo,Muy bajo riesgo,Ni bajo ni alto riesgo,Ni bajo ni alto riesgo,Bajo riesgo,Peor,Tengo el mismo trabajo,4,0,0
30627573,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,En mi país,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,3,Hermano/a(s)/otro familiar menor de 60 años,"Hago mis quehaceres de forma normal (trabajo, colegio, etc), pero no voy a restaurantes, cines, etc",Bueno,En mi país,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,Muy alto riesgo,No lo sé / Prefiero no responder,No lo sé / Prefiero no responder,3,0,0
307hpm5xa5,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy alto riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,6,Hijo/a(s),"Estoy en cuarentena/distanciamiento social voluntario. Si trabajo y/o estudio, lo hago desde el lugar donde vivo",Bastante bueno,En mi país,Bajo riesgo,Muy alto riesgo,Muy bajo riesgo,Bajo riesgo,Bajo riesgo,Muy alto riesgo,Igual,Tengo el mismo trabajo,6,0,0
