id,EAR_01_RAW,EAR_02_RAW,EAR_03_RAW,EAR_04_RAW,EAR_05_RAW,EAR_06_RAW,EAR_07_RAW,EAR_08_RAW,EAR_09_RAW,EAR_10_RAW,EAR_01_DIR,EAR_02_DIR,EAR_03_DIR,EAR_04_DIR,EAR_05_DIR,EAR_06_DIR,EAR_07_DIR,EAR_08_DIR,EAR_09_DIR,EAR_10_DIR,EAR_RAW_NA,EAR_DIR_NA,EAR_DIRt
4tangf5m2x,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,1,4,4,3,4,4,0,0,35
4vc2mzdc4w,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,En desacuerdo,4,4,3,4,4,4,4,2,4,3,0,0,36
4y80ydll2f,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,3,3,3,2,3,4,0,0,34
4ygdug14fo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,3,3,2,2,2,2,2,2,1,1,0,0,20
51hljkccpr,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
52sdo4ywuc,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,3,3,3,0,0,30
52xf1jf34a,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,4,4,4,3,3,3,3,2,2,2,0,0,30
53hu4vj55h,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,3,3,3,3,4,4,0,0,35
55chz3kw8e,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,2,3,3,0,0,29
566zwesa4u,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,4,3,4,4,4,4,4,4,4,0,0,38
57sfa6s28l,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,2,3,3,2,3,3,0,0,28
58g65e3v8f,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
59623043,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,3,2,2,2,2,2,2,2,2,2,0,0,21
59u2aq01p4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,1,1,4,4,4,4,4,1,4,4,0,0,31
5dq4cq8cb9,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,3,4,4,4,4,4,4,0,0,39
5gxf48qa2o,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,3,4,3,3,2,3,4,0,0,34
5lhjf3f5pf,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,4,4,3,3,2,3,3,2,2,2,0,0,28
5mdboqub11,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,1,3,3,2,4,4,0,0,33
5mmjpwp6p4,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,3,4,0,0,38
5pxewmyh54,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,3,3,3,4,4,0,0,37
5qu3gam1mn,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,3,1,3,4,3,3,4,0,0,33
5rxe1wy6bk,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,3,4,3,4,4,3,2,1,2,3,0,0,29
5s4c08b3ze,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,3,3,1,3,1,1,1,1,1,1,0,0,16
5s9fd2uwmb,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,4,4,4,4,4,4,4,4,4,0,0,39
5sul0uzgnz,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,3,3,3,4,3,3,4,3,3,4,0,0,33
5te70nks2d,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,3,4,4,3,3,2,3,4,0,0,34
5waf6pr99j,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,3,3,3,3,2,3,2,3,3,0,0,29
5ysz1t80sp,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,2,2,1,3,3,0,0,26
5zqneztnb5,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,1,4,3,3,4,4,0,0,35
613aatfzyq,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
649wwbc46k,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,1,4,4,3,4,3,3,4,4,4,0,0,34
650415rgao,Muy de acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,3,4,3,1,4,4,1,4,4,0,0,32
65rmkpqenl,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,3,4,4,4,4,2,4,4,0,0,37
664pp6q41o,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,2,2,3,3,0,0,28
68041813,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,3,3,2,3,2,2,2,3,0,0,26
6bz6uag4dk,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,En desacuerdo,4,4,4,4,3,3,4,3,4,3,0,0,36
6ckerhy17c,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,3,2,3,4,4,4,3,4,4,0,0,35
6dn3lk6muo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,3,3,3,2,3,2,2,3,0,0,27
6eaebmhr54,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
6eopr7l79z,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,3,4,4,4,3,4,4,1,2,3,0,0,32
6fds5u6mcv,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,1,3,3,0,0,28
6fgblhs912,Muy en desacuerdo,En desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,1,2,4,4,4,4,4,3,4,4,0,0,34
6l3wnmfvn0,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,3,3,3,4,4,3,4,4,0,0,34
6mv37bdu85,Muy de acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,3,4,3,4,4,4,1,4,4,0,0,35
6oqllls9nm,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,3,3,3,3,3,3,3,2,2,2,0,0,27
6pktko39ex,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,4,3,3,2,2,2,1,3,3,0,0,27
6q7xzvtd35,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,4,4,0,0,38
6swtupt5xr,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,3,3,3,3,3,3,1,2,2,0,0,26
6usbzwa17h,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,3,3,4,4,3,2,3,3,0,0,33
6yon59jyyh,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,3,3,3,3,3,2,2,3,0,0,28
6zdtz6b3wm,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,4,4,3,2,3,3,3,2,1,1,0,0,26
6zq4shfhao,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,4,3,3,3,3,3,3,3,0,0,31
71xg31qmpf,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,3,3,3,3,3,3,3,2,3,2,0,0,28
726m18mmnu,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,3,2,3,2,2,1,2,2,0,0,25
73516375,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,3,4,3,4,4,2,3,3,0,0,34
7523bteq4w,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,4,3,4,4,4,3,3,1,3,4,0,0,33
754nqmadud,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,3,3,4,3,3,1,2,2,0,0,29
75vr3y2we9,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,3,3,3,3,4,3,3,2,2,2,0,0,28
7chnd7jqpy,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,3,3,3,3,2,2,2,2,2,3,0,0,25
7eswr199y7,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,4,3,3,3,2,2,2,1,1,2,0,0,23
7lxvs7tjhy,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,4,2,2,3,2,2,1,2,2,0,0,24
7md4q0jsp3,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,3,4,0,0,37
7meuscuc92,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,4,4,3,3,3,4,3,3,3,3,0,0,33
7nq0yu29gg,Muy de acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,3,3,4,3,3,3,1,2,2,0,0,28
7q5x5pm8cj,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,3,3,2,2,2,2,1,2,2,0,0,22
7q9r270w7b,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,3,3,2,3,3,1,4,4,0,0,29
7rwt3yrohk,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,3,4,4,4,3,2,4,4,0,0,34
7u7sa47h79,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,4,4,3,4,3,3,4,2,2,3,0,0,32
7xp8htlnlx,De acuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,3,4,3,3,3,1,4,4,0,0,31
7xw0g7kx2n,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,4,4,3,4,1,4,4,4,1,4,0,0,33
7zqhmbexsk,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
81qcpq62fd,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,4,4,2,3,2,3,3,1,2,3,0,0,27
833fah8xk5,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,4,4,4,4,3,3,3,2,3,3,0,0,33
83acj2utfl,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,1,4,4,4,3,3,3,1,4,4,0,0,31
83dgzovsus,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,2,3,3,3,2,3,3,3,2,3,0,0,27
83ytp1f6wd,Muy de acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,De acuerdo,4,3,3,3,3,3,2,1,2,2,0,0,26
85fqm1znj1,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,2,3,3,3,3,1,3,3,0,0,27
86y9s7s027,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,De acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,1,4,3,4,1,4,4,0,0,33
89065193,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,4,4,4,4,4,4,4,4,1,1,0,0,34
89526622,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
8a05r77m9u,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,1,4,4,4,4,4,0,0,37
8hd6p9ax28,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,3,3,3,3,3,3,3,3,0,0,30
8hegp48hkm,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,De acuerdo,4,4,3,3,3,3,2,2,1,2,0,0,27
8mjj2bwd8k,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,1,1,4,4,1,4,3,2,2,4,0,0,26
8np49osca4,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,1,1,4,4,4,3,3,2,2,2,0,0,26
8ol8znu6qw,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,3,3,3,2,4,4,0,0,35
8omb146lzs,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Muy en desacuerdo,3,3,4,3,3,3,3,2,2,4,0,0,30
8pf6wfvkm1,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,2,4,4,0,0,38
8pncv8zjbz,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,4,4,0,0,39
8tn5owhhbj,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,3,3,3,3,2,2,3,1,3,3,0,0,26
8waltnxhre,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,3,3,3,3,3,3,3,2,2,2,0,0,27
8xxhehcpgo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,1,4,4,2,3,4,0,0,34
8xzhgc5qhz,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,4,4,3,2,3,3,2,2,2,3,0,0,28
8yhxs4w7er,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,3,4,3,3,3,3,3,2,3,4,0,0,31
90onvsazyg,Muy en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,1,3,3,3,3,2,1,1,2,3,0,0,22
911111111,De acuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,3,3,2,4,3,3,2,3,3,3,0,0,29
912345678,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy en desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,4,4,4,0,0,40
91613582,De acuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,3,3,4,3,4,3,3,2,3,4,0,0,32
920505277,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,3,3,2,2,3,2,2,2,2,2,0,0,23
923772300,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy en desacuerdo,Muy en desacuerdo,1,4,4,4,1,4,4,3,4,4,0,0,33
92s1ufy5s9,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,4,3,4,3,3,3,1,3,3,0,0,31
930187310,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,3,2,3,3,2,2,2,2,2,2,0,0,23
930681196,De acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,3,4,3,4,3,3,3,2,2,3,0,0,30
931041051,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,4,3,3,3,3,3,1,3,3,0,0,30
931138782,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,4,4,3,4,3,4,4,3,3,3,0,0,35
931369027,De acuerdo,De acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,De acuerdo,Muy en desacuerdo,Muy en desacuerdo,3,3,4,4,4,4,4,2,4,4,0,0,36
931709064,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,4,4,4,4,3,3,4,0,0,38
932485581,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Muy de acuerdo,De acuerdo,De acuerdo,3,4,2,3,3,3,3,1,2,2,0,0,26
933801354,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,De acuerdo,Muy en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,4,3,4,3,3,2,3,4,0,0,34
934138174,Muy de acuerdo,Muy de acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,4,4,3,3,3,3,3,2,2,3,0,0,30
934447513,Muy de acuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,Muy de acuerdo,De acuerdo,En desacuerdo,Muy en desacuerdo,4,4,3,4,3,2,4,2,3,4,0,0,33
936673467,Muy de acuerdo,Muy de acuerdo,Muy en desacuerdo,Muy de acuerdo,En desacuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,En desacuerdo,En desacuerdo,4,4,4,4,3,4,4,1,3,3,0,0,34
